text,is_drug_related,原始关键词,最终合并关键词,keywords,main_type
合法 过检 爆头 烟油 元 一根 元量 大 可 谈价 当 天顺 丰 发货 出单 号 全网 最低 另有 原材料 浓缩液 出售 同城 可 埋 可验证 可 担保,1,烟油,烟油,烟油,大麻类
合法化 那个 菲律宾 还是 马来西亚 总统 自己 开会 都 说 自己 抽 大麻 解压,1,大麻,大麻,大麻,大麻类
合理 讨论 就 可以 啦,0,,,,非涉毒
何其 多 刚好 女童子军饼干 现在 大拍卖,1,女童子军饼干,饼干,女童子军饼干,致幻剂类
和 混 着 磨 一起 抽是 什么 体验,0,,,,非涉毒
和 农民 的 矛盾 摆在 台 面上 吵 的 就 不 知道 多少次,0,,,,非涉毒
和 全裸 妹子 摸摸 奶 就 好 了,0,,,,非涉毒
和 我 初恋 做爱 的 时候 她 妈妈 回来 了 躲 在 衣柜 一夜,0,,,,非涉毒
和 叶子 一起 最好 么 混 着 用 的话 放松 的 同时 还 能 加强 幻觉 体验 超 赞,1,叶子,叶子,叶子,大麻类
和 叶子 一样 吗 效果 类似 但 化学 的 更 纯 没 植物 味 更 干净,1,叶子,叶子,叶子,大麻类
和 叶子 有 啥 区别 上头 更快 更 猛 但 持续 时间 没 叶子 长,1,叶子,叶子,叶子,大麻类
河南 一个 社会 人 搞 了 几亿 死刑,0,,,,非涉毒
河南人 把 烟丝 泡 敌敌畏 里 就 卖,0,,,,非涉毒
河内 有没有 叶子 可以 飞,1,叶子,叶子,叶子,大麻类
荷兰 吃 蘑菇 好玩 那边 店 里 随便 买 新鲜 的 吃 一 口 幻觉 就 来 了 超级 刺激,1,蘑菇,蘑菇,蘑菇,致幻剂类
荷兰 旅游 过 确实 可以 在 店里 买 到 各种 东西,0,,,,非涉毒
荷兰 旅游 是 理想 不过 少 了 一个 消遣 娱乐 还 不如 自己 小心 点,0,,,,非涉毒
荷兰 西班牙 合法 的 吧,0,,,,非涉毒
荷兰 原产地 偷渡 叶子 从 荷兰 人肉 背回 荷兰 原产 致幻 植物 提纯 加工 而成 仅剩 发 全国 可发 每次 只需 不到 带你 体验 什么 是 幻觉,1,叶子,叶子,叶子,大麻类
荷兰 原产地 偷渡 叶子 从 荷兰 人肉 背回 荷兰 原产 致幻 植物 提纯 加工 而成 仅剩 发 全国 可发 每次 只需 不到 带你 体验 什么 是 幻觉,1,致幻植物,蘑菇,致幻植物,致幻剂类
荷兰 原产地 偷渡 致幻 油脂膏 从 荷兰 人肉 背回 荷兰 原产 致幻 植物 提纯 加工 而成 仅剩 起发 全国 可发 每次 只需 不到 带你 体验 什么,1,油脂膏,电子烟,油脂膏,致幻剂类
荷兰 原产地 偷渡 致幻 油脂膏 从 荷兰 人肉 背回 荷兰 原产 致幻 植物 提纯 加工 而成 仅剩 起发 全国 可发 每次 只需 不到 带你 体验 什么,1,致幻植物,蘑菇,致幻植物,致幻剂类
黑暗 行程 感觉 不 便宜,0,,,,非涉毒
黑灰产 数据 新量 高质量 数据 需要 滴滴,0,,,,非涉毒
黑金 补货 已 完成,1,黑金,黑金,黑金,大麻类
黑卡 啊 要是 留 名单 那 真是 给 自己 找麻烦,1,黑卡,黑卡,黑卡,管制麻精药品
黑卡 如果 把 钱 洗 去 冷 钱包 再 出来 安全 吗,1,黑卡,黑卡,黑卡,管制麻精药品
黑卡 一张 八十 只 接收 短信 块钱 一张 两张,1,黑卡,黑卡,黑卡,管制麻精药品
黑手党 背景 就是 咆哮 时代,0,,,,非涉毒
黑瘦 瘦 矮小 屁股 大,0,,,,非涉毒
黑团 带 一般 导游 不会 带 的 行程,0,,,,非涉毒
黑团 想 入团 可以 私 我 满人开 一团,0,,,,非涉毒
很 期待 的 停飞 了 快 一年,0,,,,非涉毒
很 喜欢 台湾 的 但是 大陆 这边 不 允许 过去,0,,,,非涉毒
很多 当兵 回来 的 身体 特别 多 毛病,0,,,,非涉毒
很多 地方 都 配备 验 头发 的 了,0,,,,非涉毒
很多 酒店 禁止 吸 菸,0,,,,非涉毒
很多 人 都 说 单株,0,,,,非涉毒
很多 台湾 朋友 买过,0,,,,非涉毒
很多 真的 都 很 贪小便宜,0,,,,非涉毒
很久以前 玩过 一次 胶囊,0,,,,非涉毒
很快 就要 接近 傍晚 时分 了,0,,,,非涉毒
很快 就要 接近 傍晚 时分 了 夜晚 应该 有 夏天 的 风有 散步 的 惬意 有 泳池 的 激泳 有 路边 的 大排档 有 冰镇 的 精酿 啤酒,0,,,,非涉毒
很难 但 达到 最低 要求 了,0,,,,非涉毒
很爽 啊 会 觉得 拿 烟纸 抽 大麻 就是 暴殄天物,1,大麻,大麻,大麻,大麻类
很爽 啊 会 觉得 拿 烟纸 抽 大麻 就是 暴殄天物,1,烟纸,烟纸,烟纸,大麻类
很爽 啊 会 觉得 拿 烟纸 抽 叶子 就是 暴殄天物,1,叶子,叶子,叶子,大麻类
狠 了 我 是 不敢 死,0,,,,非涉毒
红 二代 们 从此 堂而皇之 的 登上 历史舞台,0,,,,非涉毒
红花 会 早起 搞冰 可 发财 了,1,搞冰,冰糖,搞冰,苯丙胺类兴奋剂
红皮 白骨 欸,0,,,,非涉毒
红皮 白骨 欸 那种 外表 红 里面 白 的 剂量 足 吃 下去 幻觉 超 清晰,1,白骨,迷幻蘑菇,白骨,致幻剂类
红色 这边 就 周 邓陈 刘 这 几个 肚子 里 有 墨水,0,,,,非涉毒
红眼皇后 是不是 就是 化学 烟丝 啊,1,红眼皇后,叶子,红眼皇后,大麻类
红眼皇后 是不是 就是 化学 烟丝 啊,1,化学烟丝,烟丝,化学烟丝,大麻类
后 咖啡 下来 的 时候 我 被 咖啡 的 脱力 感弄 到 身体 睡著 了 脑袋 还是 清醒 的,0,,,,非涉毒
后 三日 内 柠檬 发货,1,柠檬,柠檬,柠檬,大麻类
后来 合并 性压抑 情感 无法 宣泄 心态 崩 了,0,,,,非涉毒
后来 警察 收 毒贩 的 贿赂 变成 黑帮 斗争 的 枪手,0,,,,非涉毒
后来 上 过 师范 还 去 北京 干过 一段时间 的 图书馆 管理员,0,,,,非涉毒
后来 游戏 都 变 好玩 了 很多,0,,,,非涉毒
后来 知道 是 啥 后 停掉 戒断 症状 像 重感冒 持续 快 两周,0,,,,非涉毒
后面 不是 没货 了 吗 出来 犹豫 了 下 结果 就 手慢 无,0,,,,非涉毒
后面 才 感觉 到 他 已经 暗示 我 了,0,,,,非涉毒
后面 小 诸葛 白崇禧 在 湖南 的 青树坪 给 林彪 上 了 一课,0,,,,非涉毒
后天 将 推出 叶子 抽到 饱 暗黑 团 六月 报名 开团限人,1,叶子,叶子,叶子,大麻类
壶 得 要 多 大 啊,0,,,,非涉毒
湖北 完蛋 了 其他 地方 不 完蛋 吗,0,,,,非涉毒
护腺 按摩 谁 治疗 过,0,,,,非涉毒
花苞 品种 皇家 臭鼬 台北 台 中 埋包 比特 币 交易,1,臭鼬,臭鼬,臭鼬,大麻类
花苞 品种 皇家 臭鼬 台北 台 中 埋包 比特 币 交易,1,花苞,叶子,花苞,大麻类
花臂 大哥 恶霸 脖子 上套 个 柳 钉 项圈 太哈人 了,0,,,,非涉毒
花朵 自 产 进口 现货供应,1,花朵,叶子,花朵,大麻类
花糖 饼干 烟油 货源 充足 饼干 威化 软糖 棉花糖 精品 烟油 一瓶 一口 大老余 出品 必属 精品 有量 有价 量大 价优,1,花糖,草,花糖,大麻类
花糖 饼干 烟油 货源 充足 饼干 威化 软糖 棉花糖 精品 烟油 一瓶 一口 大老余 出品 必属 精品 有量 有价 量大 价优,1,软糖,草,软糖,大麻类
花糖 饼干 烟油 货源 充足 饼干 威化 软糖 棉花糖 精品 烟油 一瓶 一口 大老余 出品 必属 精品 有量 有价 量大 价优,1,烟油,烟油,烟油,大麻类
花糖 饼干 烟油 货源 充足 饼干 威化 软糖 棉花糖 精品 烟油 一瓶 一口 大老余 出品 必属 精品 有量 有价 量大 价优,1,饼干,饼干,饼干,致幻剂类
花糖 饼干 烟油 货源 充足 饼干 威化 软糖 棉花糖 精品烟油 一瓶 一口 大老余 出品 必属 精品 有量 有价 量大 价优,1,花糖,草,花糖,大麻类
花糖 饼干 烟油 货源 充足 饼干 威化 软糖 棉花糖 精品烟油 一瓶 一口 大老余 出品 必属 精品 有量 有价 量大 价优,1,软糖,草,软糖,大麻类
花糖 饼干 烟油 货源 充足 饼干 威化 软糖 棉花糖 精品烟油 一瓶 一口 大老余 出品 必属 精品 有量 有价 量大 价优,1,烟油,烟油,烟油,大麻类
花糖 饼干 烟油 货源 充足 饼干 威化 软糖 棉花糖 精品烟油 一瓶 一口 老余 出品 必属 精品 有量 有价 量大 价优,1,花糖,草,花糖,大麻类
花糖 饼干 烟油 货源 充足 饼干 威化 软糖 棉花糖 精品烟油 一瓶 一口 老余 出品 必属 精品 有量 有价 量大 价优,1,软糖,草,软糖,大麻类
花糖 饼干 烟油 货源 充足 饼干 威化 软糖 棉花糖 精品烟油 一瓶 一口 老余 出品 必属 精品 有量 有价 量大 价优,1,烟油,烟油,烟油,大麻类
花糖 饼干 烟油 货源 充足 饼干 威化 软糖 棉花糖 精品烟油 一瓶 一口 老余 出品 必属 精品 有量 有价 量大 价优,1,饼干,饼干,饼干,致幻剂类
花有 重开 日人 无 再 少年 呀,0,,,,非涉毒
华东 地区 猪肉 可 送货 其他 地区 可发 起拿 需要 滴滴,1,猪肉,猪肉,猪肉,苯丙胺类兴奋剂
化 和 没 固化 就是 口感 上 的 区别 还有 固化 长得 好看,0,,,,非涉毒
化 了 的 是不是 用手 都 可以 捏碎,1,化了的,冰糖,化了的,苯丙胺类兴奋剂
化 是不是 就是 放着 不动,0,,,,非涉毒
化 一口 飞不飞 你 砍 我 首单 新客 先货,0,,,,非涉毒
化学 的 也 太 傻 了,0,,,,非涉毒
化学 伤 身体,0,,,,非涉毒
化学 想 多久 就 多久,0,,,,非涉毒
化学 叶子 提纯 出来 的 纯度 超 高 用 一点 就 很 持久 没 杂质,1,叶子,叶子,叶子,大麻类
化学原料 需要 私聊,0,,,,非涉毒
划 了 好几 屏 都 不 到底,0,,,,非涉毒
欢迎 光临 黑市 医院 所有 药物 问题 私信 群主 代售 商品 成品 蘑菇 金老师 过检 烟油 纯原液 戒酒 断粮 焦虑 失眠 戒断 反应 让你 感到 难受 你们 需要 按照 医嘱 来 服用,1,纯原液,烟油,纯原液,大麻类
欢迎 光临 黑市 医院 所有 药物 问题 私信 群主 代售 商品 成品 蘑菇 金老师 过检 烟油 纯原液 戒酒 断粮 焦虑 失眠 戒断 反应 让你 感到 难受 你们 需要 按照 医嘱 来 服用,1,蘑菇,蘑菇,蘑菇,致幻剂类
欢迎 光临 黑市 医院 所有 药物 问题 私信 群主 代售 商品 成品 蘑菇 金老师 过检 烟油 纯原液 戒酒 断粮 焦虑 失眠 戒断 反应 让你 感到 难受 你们 需要 按照 医嘱 来 服用,1,烟油,烟油,烟油,大麻类
欢迎 来到 黑卡 超市 进群 私聊 卡哥 免费 获赠 流量卡,1,黑卡,黑卡,黑卡,管制麻精药品
欢迎 来到 麻仙主 频道 平台 网站 连结 麻仙 有 诸多 只有 会员 才能 享受 到 的 服务 与 折扣 都 需要 由 你 自行 探索 下单 找 自助 任何 问题 找 副 群主 产业 合作 找 群主,1,麻仙,麻仙,麻仙,苯丙胺类兴奋剂
欢迎 来到 麻仙主 频道 平台 网站 连结 麻仙 有 诸多 只有 会员 才能 享受 到 的 服务 与 折扣 都 需要 由 你 自行 探索 下单 找 自助 任何 问题 找 副 群主 产业 合作 找 群主,1,麻仙主,叶子,麻仙主,大麻类
欢迎 台湾 的 朋友 跟 群长 拿 杂草 东西 便宜 品质 也 不错,1,杂草,草,杂草,大麻类
欢迎 下单 大陆 台湾 皆 可,0,,,,非涉毒
欢迎 有 心里 困扰 的 妹妹 前来 咨询,0,,,,非涉毒
欢迎 种植 爱好者 加入 专业 种植群 不发 广告 不撕逼 只发 一次 谢谢 群主,0,,,,非涉毒
环境 太差 啦 好久没 抽过 真 进口 了,0,,,,非涉毒
换 比特 币 有 要 卖 的 换 现金 的 请 我,0,,,,非涉毒
换 地方 说 吧 今天 我 多嘴 对不住 了,0,,,,非涉毒
换 我 因为 这个 疫情 不能 去 英国 买 邮票 也 会 挺 郁闷 的,0,,,,非涉毒
患病 抽 叶子 会想 死,1,叶子,叶子,叶子,大麻类
皇 你 这 菸 油 是 原装 的 吗,1,菸油,烟油,菸油,大麻类
黄金 现在 回收 价了 你们 体验 到 中国 大妈 的 快乐 了 吗 有点 钱 有点 闲,0,,,,非涉毒
回到 家 看着 空荡荡 的 磨烟器 心里 很 不 舒服,0,,,,非涉毒
回国 断粮 了 没 燃料 还 天天 被 人 堵 着 念,1,燃料,燃料,燃料,大麻类
回国 后 好像 要 定期 尿检,0,,,,非涉毒
回家 了 中午 一个 人 在家 我 等 下发 语音 你,0,,,,非涉毒
回家 小伙伴 看好 自己 去 航空公司 订购 不会 问我 教你,0,,,,非涉毒
回家 一说 心里 都 痒痒 的 了,0,,,,非涉毒
回来 的 自己 会 回来,0,,,,非涉毒
回来 了 一个 实验室 尿液 报告,0,,,,非涉毒
回来 找个 老实人 接盘,0,,,,非涉毒
回去 就 接到 通知 了,0,,,,非涉毒
会 不会 去 泰国 虾皮 场,0,,,,非涉毒
会 不想 吃 东西,0,,,,非涉毒
会 抽 叶子 的 妹,1,叶子,叶子,叶子,大麻类
会 担心 你 欸 你们 要是 同时 会 很 危险,0,,,,非涉毒
会 生 柠檬 宝宝 到时候 就 可以 大量 出售 了,1,柠檬,柠檬,柠檬,大麻类
会 是 福建人 吧,0,,,,非涉毒
会 是 要 去 澎湖 吧 搭船 带 安全 吗,0,,,,非涉毒
会 有 在 芽庄 的 叶子 吗,1,叶子,叶子,叶子,大麻类
会策 弗兰话 就是 能说会道 啊,0,,,,非涉毒
会儿 给 大伙 测评 一哈 武汉 埋包,0,,,,非涉毒
会有 不少人 进去 如果 您 还找 小商人 购买 被抓 我们 只能 当笑话 不管 在这里 你 购买 什么 东西 如果 说 能用 大陆 第三方 比如 淘宝 闲鱼 你 基本 已经 进去 所以 安全 交易 方式 请 大家 注意,0,,,,非涉毒
昏昏沉沉 很 适合 睡觉,0,,,,非涉毒
婚礼 饼干 感觉 还 不错 很适合 聚众 一起,1,饼干,饼干,饼干,致幻剂类
婚礼 饼干 精力充沛 快乐 创意,1,饼干,饼干,饼干,致幻剂类
混不下去 了 赶紧 回 湖南 为了 工人 起义 还 当过 工人,0,,,,非涉毒
活 的 不如意 怎么 可能 怪 自己 啊 那 肯定 得怪 社会 啊 座右铭 是 这个 世界 会 好 吗,0,,,,非涉毒
活 就是 艺术 哇,0,,,,非涉毒
活动 台北 台 中 限定 个 名额 品项 名称 品种 作用 尺寸 价钱 帮助 你 也 能 在 繁忙 的 平日 也 能 来 一口 解闷,0,,,,非涉毒
活动 限定 个 名额 品项 名称 品种 作用 尺寸 价钱 兵马俑 帮助 你 也 能 在 繁忙 的 平日 也 能 来 一口 解闷,0,,,,非涉毒
火麻 合法 在 某些 地方 可以 公开 买 到 但 效果 还是 跟 真正 的 差不多 很多人 都 用 这个 理由 拿,1,火麻,叶子,火麻,大麻类
或者 反其道而行之,0,,,,非涉毒
或者 反其道而行之 如果 东西 多 东西 到 了 过 半个 月 再 去取 半个 月 的 蹲点 收购 对于 海关 来说 是 需要 耗费 大量 人力物力 的,0,,,,非涉毒
或者 快递 代收 点,0,,,,非涉毒
或者 去 快递 公司 上班,0,,,,非涉毒
货 秒发 秒 安排 一个 十个 叶子,1,叶子,叶子,叶子,大麻类
货 然后 跑 了 吗,0,,,,非涉毒
货是 什么 是 叶子 是 种子 还是 妹子,1,叶子,叶子,叶子,大麻类
机会 得 试试 大,0,,,,非涉毒
机票 钱省 起来 买 叶子,1,叶子,叶子,叶子,大麻类
鸡 梆硬 要 摸 都 不让 她 摸,0,,,,非涉毒
鸡儿 你 讲 他 哪里 牛 逼,0,,,,非涉毒
积累 经验总结 教训 然后 杀人,0,,,,非涉毒
基本 都 是 他 这个 是 大棚 又 没 固化 不过 抽起来 还 挺 大 的 就是 口感 太 垃圾 呛 的 一,0,,,,非涉毒
基本 都 是 致幻剂 三件套 大麻 蘑菇 和 邮票,1,大麻,大麻,大麻,大麻类
基本 都 是 致幻剂 三件套 大麻 蘑菇 和 邮票,1,蘑菇,蘑菇,蘑菇,致幻剂类
基本 都 是 致幻剂 三件套 大麻 蘑菇 和 邮票,1,邮票,邮票,邮票,致幻剂类
基本 都 是 致幻剂 三件套 大麻 蘑菇 和 邮票,1,致幻剂,邮票,致幻剂,致幻剂类
基本上 都 死 于 钓鱼,0,,,,非涉毒
基本上 我 自己 最 晚个 小时 就 飞到 天上 去,0,,,,非涉毒
基友 老 农夫 了 种 的 东西 都 带 三个 月 固化 口感 和 晶体 也 和 进口 差不多 但是 像 他们 这种 几年 经验 的 老 农夫 一般 都 是 不 卖东西 才能 活 这么久,1,晶体,冰糖,晶体,苯丙胺类兴奋剂
缉毒 大队 不会 到 你家 吃火锅 的,0,,,,非涉毒
缉毒 大队 都 傻 逼 了,0,,,,非涉毒
缉毒 大队 是 要求 当地 予以 协查,0,,,,非涉毒
缉毒 任何 时候 都 是 大 行动,0,,,,非涉毒
缉毒 所里 都 干 啥 啊 缉毒 所 你 不吃不喝 玩 自残,0,,,,非涉毒
及时 告知 于 我 我 好 扣 小弟 工钱,0,,,,非涉毒
吉隆坡 有 海鲜 的 私下,0,,,,非涉毒
即兴 唱 的 你 把 刚才 唱 的 什么 字 打 出来 啊,0,,,,非涉毒
集体主义 也 是 这种 言论 的 温床,0,,,,非涉毒
几个 多月 没 飞叶子 了 中间 只 飞过 烟油 今晚 对 著 它 有点 激动,1,烟油,烟油,烟油,大麻类
几个 多月 没 飞叶子 了 中间 只 飞过 烟油 今晚 对 著 它 有点 激动,1,叶子,叶子,叶子,大麻类
几个 人 买家 你 看 不 就 那些 一线 城市 排名 靠 前 的 新 一线 城市 有人 做 埋包,0,,,,非涉毒
几个 烟头 又 是 一根,0,,,,非涉毒
几年 前 我 经常 去 玩 我们 这里 有个 非常 通俗 接地 气 形象 的 叫法 叫做 煲猪肉,1,煲猪肉,猪肉,煲猪肉,苯丙胺类兴奋剂
几千块 的 事情 一是一 二是二,0,,,,非涉毒
几日 未见 甚 是 想念,0,,,,非涉毒
几天 菲 搞 得 人心惶惶,0,,,,非涉毒
几天 后 你 问 我 要 我 讲 做 个 尿检 再 还 你,0,,,,非涉毒
几天 就 来查 水表 了,0,,,,非涉毒
几天 我 也 是 在 斗智斗勇,0,,,,非涉毒
几天 咋 没影 了,0,,,,非涉毒
记得 把 票 咽下去,1,票,邮票,票,致幻剂类
记得 反馈 下 我 也 想 拿 点,0,,,,非涉毒
记得 上次 做 我 朋友 的 飞机 让 我 震惊 的 是 我 朋友 跟 我 说 飞机 里 的 任何 一个 空姐 我 都 可以 睡 立刻 马上 都 可以 他妈的 我 到 现在 都 很 凌乱,0,,,,非涉毒
记得 我 有次 玩 化学 在 一个 宾馆 有 两个 朋友 也 在 我 去 卫生间 抽 的,0,,,,非涉毒
记得 找 有机 的 不然 你 会 先 死,0,,,,非涉毒
技术 和 种子 的 区别,0,,,,非涉毒
继续 骂 吧 没空 搭理 你 可怜 没毒 吸 包裹 五天 没 到 难怪 这么 有病 估计 是 被骗 了 可怜,0,,,,非涉毒
加 几百 能 喝 茅台 了,0,,,,非涉毒
加 这个 群是 为了 以后 去 泰国 有 叶子 抽,1,叶子,叶子,叶子,大麻类
加拿大 合法化 后 外交部 发 的 通告,0,,,,非涉毒
加拿大 进口 杂草 汇率 品种 随机 下单 后 五天 内 安排 菲律宾 现货,1,杂草,草,杂草,大麻类
加拿大 进口 杂草 汇率 下单 后 五天 内 安排 菲律宾 现货,1,杂草,草,杂草,大麻类
加拿大 进口 杂草 品种 随机 下单 后 五天 内 安排 菲律宾 现货,1,杂草,草,杂草,大麻类
加拿大 也 挺 好 的 但是 有 犯罪 记录 有点 难搞 签证 办 不 下来,0,,,,非涉毒
加拿大 直邮 源头 货源 支持 一切 验证 支持 平台 交易,0,,,,非涉毒
加拿大 走私 一罐 原料 烟油 的 难度 应该 比 公斤 叶子 低,1,烟油,烟油,烟油,大麻类
